epoch,accuracy,loss,mean_absolute_error,top-5-accuracy,val_accuracy,val_loss,val_mean_absolute_error,val_top-5-accuracy
0,0.24695122241973877,3.8081061840057373,0.37159276008605957,1.0,0.3513513505458832,3.8393611907958984,0.36292847990989685,1.0
0,0.24390244483947754,3.8084523677825928,0.371721088886261,1.0,0.3513513505458832,3.8440849781036377,0.3629503548145294,1.0
1,0.3445121943950653,3.763895273208618,0.36472633481025696,1.0,0.21621622145175934,3.8340725898742676,0.3733910024166107,1.0
2,0.4085365831851959,3.6899991035461426,0.35121989250183105,1.0,0.2432432472705841,3.7426843643188477,0.36159828305244446,1.0
3,0.4695121943950653,3.6214964389801025,0.3389649987220764,1.0,0.4324324429035187,3.601562023162842,0.33114489912986755,1.0
4,0.4695121943950653,3.583897352218628,0.3253048062324524,1.0,0.5135135054588318,3.594526529312134,0.3216973543167114,1.0
5,0.5030487775802612,3.5172488689422607,0.31430789828300476,1.0,0.45945945382118225,3.510850191116333,0.30046314001083374,1.0
6,0.5304877758026123,3.5217185020446777,0.30796799063682556,1.0,0.37837839126586914,3.695523977279663,0.3252786695957184,1.0
7,0.5243902206420898,3.5187907218933105,0.30540716648101807,1.0,0.4864864945411682,3.5956594944000244,0.30500462651252747,1.0
8,0.5487805008888245,3.4620580673217773,0.2939760088920593,1.0,0.4324324429035187,3.6459310054779053,0.31800544261932373,1.0
9,0.582317054271698,3.373779773712158,0.286739706993103,1.0,0.4054054021835327,3.900083065032959,0.32873526215553284,1.0
10,0.5274389982223511,3.4663522243499756,0.297821968793869,1.0,0.3243243098258972,3.7275872230529785,0.32380273938179016,1.0
11,0.6067073345184326,3.3388679027557373,0.27020183205604553,1.0,0.37837839126586914,3.756871461868286,0.324418306350708,1.0
12,0.6036585569381714,3.3349545001983643,0.26881200075149536,1.0,0.5675675868988037,3.5011019706726074,0.2818722724914551,1.0
13,0.6463414430618286,3.2990238666534424,0.26424264907836914,1.0,0.5675675868988037,3.529884099960327,0.2820749580860138,1.0
14,0.6006097793579102,3.2837977409362793,0.26186642050743103,1.0,0.37837839126586914,3.791720390319824,0.31891220808029175,1.0
15,0.6371951103210449,3.2479922771453857,0.2559162676334381,1.0,0.4324324429035187,3.743868350982666,0.30975693464279175,1.0
16,0.6280487775802612,3.254621982574463,0.25122126936912537,1.0,0.4324324429035187,3.7052385807037354,0.31555965542793274,1.0
17,0.667682945728302,3.1784050464630127,0.2420925498008728,1.0,0.5135135054588318,3.521847724914551,0.2767997086048126,1.0
18,0.6646341681480408,3.1537303924560547,0.23338757455348969,1.0,0.5405405163764954,3.472658395767212,0.27688273787498474,1.0
19,0.667682945728302,3.1675655841827393,0.23598164319992065,1.0,0.5135135054588318,3.5426981449127197,0.2770703136920929,1.0
20,0.7042682766914368,3.130448579788208,0.22656477987766266,1.0,0.4324324429035187,3.9692773818969727,0.31147900223731995,1.0
21,0.6859756112098694,3.089966058731079,0.21687474846839905,1.0,0.5675675868988037,3.369832992553711,0.24839825928211212,1.0
22,0.6981707215309143,3.0963594913482666,0.21949444711208344,1.0,0.45945945382118225,3.76785945892334,0.28916409611701965,1.0
23,0.7195122241973877,3.0535271167755127,0.21452945470809937,1.0,0.45945945382118225,3.506908416748047,0.27285051345825195,1.0
24,0.7012194991111755,3.034868001937866,0.21484732627868652,1.0,0.5675675868988037,3.4390273094177246,0.2540234625339508,1.0
25,0.7012194991111755,3.038541793823242,0.2056868076324463,1.0,0.4864864945411682,3.483173370361328,0.26225537061691284,1.0
26,0.7164633870124817,2.964423656463623,0.2018936425447464,1.0,0.5135135054588318,3.4574532508850098,0.25126931071281433,1.0
27,0.7347561120986938,2.9696149826049805,0.20049479603767395,1.0,0.4054054021835327,4.060973167419434,0.3052724599838257,1.0
